,0
0,0.15041147588845566
1,0.161943408203125
2,0.17182943115234375
3,0.17967430419921876
4,0.18532208251953125
5,0.18876297607421874
6,0.190051416015625
7,0.18932120361328125
8,0.1866713134765625
9,0.1822405029296875
10,0.17618626708984375
11,0.1686504638671875
12,0.1598095703125
13,0.1498895751953125
14,0.13905975341796875
15,0.12751019287109375
16,0.1154465087890625
17,0.10301107177734375
18,0.09037681884765625
19,0.07759255981445312
20,0.06480167846679688
21,0.052035736083984374
22,0.039372735595703125
23,0.026830914306640623
24,0.014470011901855468
25,0.002322732162475586
26,-0.009571649932861328
27,-0.021162124633789064
28,-0.032409521484375
29,-0.043227783203125
30,-0.05359457397460937
31,-0.063417236328125
32,-0.07263896484375
33,-0.08120840454101562
34,-0.089024658203125
35,-0.09610046997070312
36,-0.10234102783203125
37,-0.10773843994140625
38,-0.11219158935546875
39,-0.115758056640625
40,-0.118390380859375
41,-0.12006776123046875
42,-0.12082322998046875
43,-0.12070958251953125
44,-0.119700390625
45,-0.1177614013671875
46,-0.11505181884765625
47,-0.111596533203125
48,-0.107352099609375
49,-0.10244658203125
50,-0.09696544189453125
51,-0.09085372314453125
52,-0.08428861694335937
53,-0.07722508544921874
54,-0.06980639038085938
55,-0.06205626220703125
56,-0.054062939453125
57,-0.04584520874023437
58,-0.037471420288085935
59,-0.029048916625976563
60,-0.020599250793457032
61,-0.012194774627685546
62,-0.003883808517456055
63,0.0042642539978027345
64,0.01220592803955078
65,0.019877548217773437
66,0.027253604125976563
67,0.034252471923828125
68,0.04083165283203125
69,0.047003204345703126
70,0.05270535888671875
71,0.05790335693359375
72,0.06254139404296875
73,0.06668438720703125
74,0.07023895263671875
75,0.07316681518554688
76,0.075472216796875
77,0.07721783447265625
78,0.07839738159179688
79,0.07902192993164063
80,0.078996484375
81,0.07844584350585937
82,0.07727625732421875
83,0.075596533203125
84,0.07349033203125
85,0.07084932861328125
86,0.06778473510742188
87,0.06428594360351562
88,0.0603854248046875
89,0.05611739501953125
90,0.05159476318359375
91,0.0467935791015625
92,0.04175663757324219
93,0.036543524169921876
94,0.031187594604492188
95,0.02569024658203125
96,0.020173855590820314
97,0.014622550964355469
98,0.009093238830566406
99,0.0036256641387939453
100,-0.0017512245178222655
101,-0.006995868682861328
102,-0.012056170654296875
103,-0.016937342834472655
104,-0.021582568359375
105,-0.025975906372070312
106,-0.03005805358886719
107,-0.03386712341308594
108,-0.03729947814941406
109,-0.040434835815429684
110,-0.04318475646972656
111,-0.045584332275390625
112,-0.04757691040039062
113,-0.04921539611816406
114,-0.050442510986328126
115,-0.05123909912109375
116,-0.05168548583984375
117,-0.05178602294921875
118,-0.05148358154296875
119,-0.050799642944335935
120,-0.049786734008789066
121,-0.048442471313476565
122,-0.04679017944335938
123,-0.04486551208496094
124,-0.042554867553710934
125,-0.04004714660644531
126,-0.03732671203613281
127,-0.034406564331054684
128,-0.03128290405273437
129,-0.028030752563476563
130,-0.024626808166503908
131,-0.02113287811279297
132,-0.017557667541503907
133,-0.013941505432128905
134,-0.010317382049560547
135,-0.006684590148925781
136,-0.003076016616821289
137,0.0004574104309082031
138,0.003910212707519531
139,0.007258110809326172
140,0.010471926116943359
141,0.013544447326660157
142,0.01647207946777344
143,0.019189279174804688
144,0.02171184844970703
145,0.024039952087402342
146,0.026135552978515626
147,0.027977401733398438
148,0.02962081298828125
149,0.030975701904296875
150,0.03206855773925781
151,0.032932327270507815
152,0.03348980712890625
153,0.03383626708984375
154,0.03392308044433594
155,0.033796307373046876
156,0.033408804321289065
157,0.03280674133300781
158,0.03196657104492188
159,0.030919189453125
160,0.029657034301757812
161,0.028216806030273437
162,0.02664266357421875
163,0.024829739379882813
164,0.02294257354736328
165,0.020905557250976564
166,0.018791680908203125
167,0.016591621398925782
168,0.014303634643554688
169,0.011977903747558593
170,0.009606036376953125
171,0.007224858856201172
172,0.004846557998657227
173,0.00248327522277832
174,0.0001544522762298584
175,-0.0021223096847534178
176,-0.004331909561157227
177,-0.00645519790649414
178,-0.008487452697753906
179,-0.010414662170410156
180,-0.012232648468017578
181,-0.013920748901367188
182,-0.015459342956542969
183,-0.01686031494140625
184,-0.018092286682128905
185,-0.019175299072265624
